File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\BatchLoad.cpp,"main(int argc, char *argv[])",89,51,43,4,26,2,12,75,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\CloneMultiPage.cpp,"MyMessageFunc(FREE_IMAGE_FORMAT fif, const char *message)",3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\CloneMultiPage.cpp,"CloneMultiPage(FREE_IMAGE_FORMAT fif, char *input, char *output, int output_flag)",35,18,15,5,8,0,9,50,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\CloneMultiPage.cpp,"main(int argc, char *argv[])",24,12,8,1,8,2,4,34,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\CreateAlpha.cpp,"GenericLoader(const char* lpszPathName, int flag)",19,11,9,4,1,0,7,52,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\CreateAlpha.cpp,"GenericWriter(FIBITMAP* dib, const char* lpszPathName, int flag)",18,13,10,4,1,0,4,35,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\CreateAlpha.cpp,"FreeImageErrorHandler(FREE_IMAGE_FORMAT fif, const char *message)",7,7,6,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\CreateAlpha.cpp,CreateAlphaFromLightness(FIBITMAP *src),16,8,8,1,4,0,4,23,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\CreateAlpha.cpp,"main(int argc, char *argv[])",52,30,22,6,13,2,9,57,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\FIFImportExport.cpp,"MyMessageFunc(FREE_IMAGE_FORMAT fif, const char *message)",2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\FIFImportExport.cpp,PrintImportFormats(iostream& ios),19,18,14,4,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\FIFImportExport.cpp,PrintExportFormats(iostream& ios),34,32,22,10,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\FIFImportExport.cpp,"main(int argc, char *argv[])",33,17,13,1,9,2,7,60,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromHandle.cpp,"FreeImageErrorHandler(FREE_IMAGE_FORMAT fif, const char *message)",7,7,6,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromHandle.cpp,"myReadProc(void *buffer, unsigned size, unsigned count, fi_handle handle)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromHandle.cpp,"myWriteProc(void *buffer, unsigned size, unsigned count, fi_handle handle)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromHandle.cpp,"mySeekProc(fi_handle handle, long offset, int origin)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromHandle.cpp,myTellProc(fi_handle handle),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromHandle.cpp,"main(int argc, char *argv[])",66,36,28,6,19,2,11,76,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromMemory-classified.cpp,"MemIO::_ReadProc(void *buffer, unsigned size, unsigned count, fi_handle handle)",14,9,8,2,5,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromMemory-classified.cpp,"MemIO::_WriteProc(void *buffer, unsigned size, unsigned count, fi_handle handle)",3,3,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromMemory-classified.cpp,"MemIO::_SeekProc(fi_handle handle, long offset, int origin)",11,8,6,2,3,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromMemory-classified.cpp,MemIO::_TellProc(fi_handle handle),4,3,3,1,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromMemory-classified.cpp,"main(int argc, char *argv[])",6,4,4,0,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromMemory.cpp,"_ReadProc(void *buffer, unsigned size, unsigned count, fi_handle handle)",12,8,7,2,4,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromMemory.cpp,"_WriteProc(void *buffer, unsigned size, unsigned count, fi_handle handle)",4,2,2,1,1,0,1,13,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromMemory.cpp,"_SeekProc(fi_handle handle, long offset, int origin)",10,8,7,2,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromMemory.cpp,_TellProc(fi_handle handle),4,3,3,1,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\LoadFromMemory.cpp,"main(int argc, char *argv[])",34,17,16,2,12,0,5,41,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\ShowMetadata.cpp,"GenericLoader(const char* lpszPathName, int flag)",19,11,9,4,1,0,7,52,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\ShowMetadata.cpp,"GenericWriter(FIBITMAP* dib, const char* lpszPathName, int flag)",18,13,10,4,1,0,4,35,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\ShowMetadata.cpp,"FreeImageErrorHandler(FREE_IMAGE_FORMAT fif, const char *message)",7,7,6,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\ShowMetadata.cpp,PrintHTMLHeader(iostream& ios),3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\ShowMetadata.cpp,PrintHTMLFooter(iostream& ios),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\ShowMetadata.cpp,"PrintTableHeader(iostream& ios, const char *title)",3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\ShowMetadata.cpp,"PrintTableSection(iostream& ios, const char *title)",3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\ShowMetadata.cpp,PrintTableFooter(iostream& ios),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\ShowMetadata.cpp,"PrintMetadata(iostream& ios, const char *sectionTitle, FIBITMAP *dib, FREE_IMAGE_MDMODEL model)",27,16,14,2,6,0,5,31,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Generic\ShowMetadata.cpp,"main(int argc, char *argv[])",126,74,58,15,39,2,13,66,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\OpenGL\TextureManager\TextureManager.cpp,TextureManager::Inst(),5,4,3,2,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\OpenGL\TextureManager\TextureManager.cpp,TextureManager::TextureManager(),5,4,2,0,0,0,1,11,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\OpenGL\TextureManager\TextureManager.cpp,TextureManager::~TextureManager(),8,6,4,0,1,0,1,11,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\OpenGL\TextureManager\TextureManager.cpp,"TextureManager::LoadTexture(const char* filename, const unsigned int texID, GLenum image_format, GLint internal_format, GLint level, GLint border)",56,29,22,10,7,0,20,134,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\OpenGL\TextureManager\TextureManager.cpp,TextureManager::UnloadTexture(const unsigned int texID),15,12,8,2,1,0,2,17,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\OpenGL\TextureManager\TextureManager.cpp,TextureManager::BindTexture(const unsigned int texID),10,7,5,2,1,0,2,13,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\OpenGL\TextureManager\TextureManager.cpp,TextureManager::UnloadAllTextures(),10,5,4,1,2,0,3,24,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,"DllMain(HANDLE hModule, DWORD ul_reason_for_call, LPVOID lpReserved)",10,9,4,3,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,Format(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,Description(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,Extension(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,RegExpr(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,MimeType(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,"Validate(FreeImageIO &io, fi_handle handle)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,SupportsExportDepth(int depth),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,SupportsExportType(FREE_IMAGE_TYPE type),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,SupportsICCProfiles(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,"Load(FreeImageIO *io, fi_handle handle, int page, int flags, void *data)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,"Save(FreeImageIO *io, FIBITMAP *dib, fi_handle handle, int page, int flags, void *data)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Examples\Plugin\PluginCradle.cpp,"Init(Plugin *plugin, int format_id)",18,17,17,0,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImage.NET\cpp\FreeImageIO\FreeImageIO.Net.cpp,"ReadProc(void *buffer, unsigned size, unsigned count, fi_handle handle)",12,12,10,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImage.NET\cpp\FreeImageIO\FreeImageIO.Net.cpp,"WriteProc(void *buffer, unsigned size, unsigned count, fi_handle handle)",13,12,10,1,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImage.NET\cpp\FreeImageIO\FreeImageIO.Net.cpp,"SeekProc(fi_handle handle, long offset, int origin)",4,3,3,1,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImage.NET\cpp\FreeImageIO\FreeImageIO.Net.cpp,TellProc(fi_handle handle),3,3,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::replace(FIBITMAP *new_dib),8,8,6,4,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::fipImage(FREE_IMAGE_TYPE image_type, unsigned width, unsigned height, unsigned bpp)",5,5,4,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::~fipImage(),5,5,4,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::setSize(FREE_IMAGE_TYPE image_type, unsigned width, unsigned height, unsigned bpp, unsigned red_mask, unsigned green_mask, unsigned blue_mask)",26,22,14,8,3,0,1,4,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::clear(),6,6,5,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::fipImage(const fipImage& Image),5,5,5,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::operator=(const fipImage& Image),6,6,5,2,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::operator=(FIBITMAP *dib),5,5,4,2,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::copySubImage(fipImage& dst, int left, int top, int right, int bottom) const",6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::pasteSubImage(fipImage& src, int left, int top, int alpha)",7,7,6,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::crop(int left, int top, int right, int bottom)",6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getImageType() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getWidth() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getHeight() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getScanWidth() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::isValid() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getInfo() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getInfoHeader() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getImageSize() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getImageMemorySize() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getBitsPerPixel() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getLine() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getHorizontalResolution() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getVerticalResolution() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::setHorizontalResolution(double value),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::setVerticalResolution(double value),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getPalette() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getPaletteSize() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getColorsUsed() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getColorType() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::isGrayscale() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getThumbnail(fipImage& image) const,3,3,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::setThumbnail(const fipImage& image),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::hasThumbnail() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::clearThumbnail(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::accessPixels() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getScanLine(unsigned scanline) const,5,5,4,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::getPixelIndex(unsigned x, unsigned y, BYTE *value) const",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::getPixelColor(unsigned x, unsigned y, RGBQUAD *value) const",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::setPixelIndex(unsigned x, unsigned y, BYTE *value)",3,3,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::setPixelColor(unsigned x, unsigned y, RGBQUAD *value)",3,3,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::identifyFIF(const char* lpszPathName),13,7,6,2,2,0,4,30,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::identifyFIFU(const wchar_t* lpszPathName),13,7,6,2,2,0,4,30,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::identifyFIFFromHandle(FreeImageIO *io, fi_handle handle)",6,5,4,3,0,0,1,8,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::identifyFIFFromMemory(FIMEMORY *hmem),5,5,4,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::load(const char* lpszPathName, int flag)",25,17,13,7,1,0,7,45,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::loadU(const wchar_t* lpszPathName, int flag)",25,17,13,7,1,0,7,45,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::loadFromHandle(FreeImageIO *io, fi_handle handle, int flag)",18,14,11,6,1,0,3,15,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::loadFromMemory(fipMemoryIO& memIO, int flag)",18,14,11,6,1,0,3,15,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::save(const char* lpszPathName, int flag) const",26,19,16,5,3,0,4,26,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::saveU(const wchar_t* lpszPathName, int flag) const",26,19,16,5,3,0,4,26,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::saveToHandle(FREE_IMAGE_FORMAT fif, FreeImageIO *io, fi_handle handle, int flag) const",23,17,14,5,3,0,3,16,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::saveToMemory(FREE_IMAGE_FORMAT fif, fipMemoryIO& memIO, int flag) const",23,17,14,5,3,0,3,16,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::convertToType(FREE_IMAGE_TYPE image_type, BOOL scale_linear)",6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::threshold(BYTE T),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertTo4Bits(),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertTo8Bits(),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertTo16Bits555(),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertTo16Bits565(),6,6,5,3,0,0,0,0,
